anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3,produccion_mes_anterior,produccion_dos_meses_antes,promedio_3_meses,variacion_mes_anterior
2020,8,2020-08,Rio Negro,Producción convencional,65236.3261,67124.0632,58383.2417,56246.5942,8740.821500000005
2020,9,2020-09,Rio Negro,Producción convencional,61571.3049,65236.3261,67124.0632,63581.21033333334,-1887.7371000000057
2020,10,2020-10,Rio Negro,Producción convencional,60441.2042,61571.3049,65236.3261,64643.89806666667,-3665.0211999999956
2020,11,2020-11,Rio Negro,Producción convencional,57218.1097,60441.2042,61571.3049,62416.2784,-1130.1007000000027
2020,12,2020-12,Rio Negro,Producción convencional,59968.9457,57218.1097,60441.2042,59743.5396,-3223.0944999999992
2021,1,2021-01,Rio Negro,Producción convencional,60378.9882,59968.9457,57218.1097,59209.41986666666,2750.8359999999957
2021,2,2021-02,Rio Negro,Producción convencional,54717.3271,60378.9882,59968.9457,59188.6812,410.0425000000032
2021,3,2021-03,Rio Negro,Producción convencional,57702.2094,54717.3271,60378.9882,58355.087,-5661.6610999999975
2021,4,2021-04,Rio Negro,Producción convencional,56966.92097529,57702.2094,54717.3271,57599.508233333334,2984.8822999999975
2021,5,2021-05,Rio Negro,Producción convencional,61225.46851097,56966.92097529,57702.2094,56462.15249176333,-735.288424710001
2021,6,2021-06,Rio Negro,Producción convencional,59350.97143878,61225.46851097,56966.92097529,58631.53296208667,4258.547535680002
2021,7,2021-07,Rio Negro,Producción convencional,61574.54425617,59350.97143878,61225.46851097,59181.12030834667,-1874.4970721900027
2021,8,2021-08,Rio Negro,Producción convencional,66109.98674926,61574.54425617,59350.97143878,60716.99473530666,2223.572817389999
2021,9,2021-09,Rio Negro,Producción convencional,63137.8194102,66109.98674926,61574.54425617,62345.16748140333,4535.442493090006
2021,10,2021-10,Rio Negro,Producción convencional,66508.9573495,63137.8194102,66109.98674926,63607.45013854333,-2972.1673390600045
2021,11,2021-11,Rio Negro,Producción convencional,60949.87094505,66508.9573495,63137.8194102,65252.254502986674,3371.137939299995
2021,12,2021-12,Rio Negro,Producción convencional,58088.45650195,60949.87094505,66508.9573495,63532.21590158334,-5559.08640444999
2022,1,2022-01,Rio Negro,Producción convencional,57185.16705605,58088.45650195,60949.87094505,61849.09493216666,-2861.4144431000022
2022,2,2022-02,Rio Negro,Producción convencional,49400.37430198,57185.16705605,58088.45650195,58741.16483435,-903.2894459000017
2022,3,2022-03,Rio Negro,Producción convencional,52335.73976102,49400.37430198,57185.16705605,54891.332619993336,-7784.792754069997
2022,4,2022-04,Rio Negro,Producción convencional,48517.20735304,52335.73976102,49400.37430198,52973.76037301667,2935.3654590399965
2022,5,2022-05,Rio Negro,Producción convencional,51939.167859,48517.20735304,52335.73976102,50084.44047201334,-3818.5324079799975
2022,6,2022-06,Rio Negro,Producción convencional,55086.00703301,51939.167859,48517.20735304,50930.70499102,3421.96050596
2022,7,2022-07,Rio Negro,Producción convencional,61265.77133397,55086.00703301,51939.167859,51847.46074835001,3146.839174009998
2022,8,2022-08,Rio Negro,Producción convencional,60881.98357396,61265.77133397,55086.00703301,56096.98207532667,6179.76430096
2022,9,2022-09,Rio Negro,Producción convencional,56880.46926207,60881.98357396,61265.77133397,59077.92064698,-383.7877600099964
2022,10,2022-10,Rio Negro,Producción convencional,59052.46727295,56880.46926207,60881.98357396,59676.07472333333,-4001.5143118900014
2022,11,2022-11,Rio Negro,Producción convencional,57252.55074897,59052.46727295,56880.46926207,58938.30670299334,2171.998010880001
2022,12,2022-12,Rio Negro,Producción convencional,60042.3592,57252.55074897,59052.46727295,57728.49576133001,-1799.9165239799986
2023,1,2023-01,Rio Negro,Producción convencional,58982.82391,60042.3592,57252.55074897,58782.45907397333,2789.808451029996
2023,2,2023-02,Rio Negro,Producción convencional,55854.59412704,58982.82391,60042.3592,58759.24461965667,-1059.5352899999998
2023,3,2023-03,Rio Negro,Producción convencional,56805.56692398,55854.59412704,58982.82391,58293.25907901333,-3128.2297829599993
2023,4,2023-04,Rio Negro,Producción convencional,57884.46188403,56805.56692398,55854.59412704,57214.32832034,950.9727969399974
2023,5,2023-05,Rio Negro,Producción convencional,59313.121478,57884.46188403,56805.56692398,56848.207645016664,1078.8949600500055
2023,6,2023-06,Rio Negro,Producción convencional,55273.46316802,59313.121478,57884.46188403,58001.050095336665,1428.6595939699982
2023,7,2023-07,Rio Negro,Producción convencional,57451.11314099,55273.46316802,59313.121478,57490.348843349995,-4039.6583099800046
2023,8,2023-08,Rio Negro,Producción convencional,55556.90368499,57451.11314099,55273.46316802,57345.899262336665,2177.649972970001
2023,9,2023-09,Rio Negro,Producción convencional,54133.91136098,55556.90368499,57451.11314099,56093.82666466667,-1894.2094559999969
2023,10,2023-10,Rio Negro,Producción convencional,55058.78725701,54133.91136098,55556.90368499,55713.97606232,-1422.9923240100034
2023,11,2023-11,Rio Negro,Producción convencional,51381.963003005,55058.78725701,54133.91136098,54916.53410099333,924.8758960300038
2023,12,2023-12,Rio Negro,Producción convencional,54423.3348595,51381.963003005,55058.78725701,53524.88720699833,-3676.824254004998
2024,1,2024-01,Rio Negro,Producción convencional,54033.4088656,54423.3348595,51381.963003005,53621.361706505006,3041.371856494996
2024,2,2024-02,Rio Negro,Producción convencional,50917.6003848,54033.4088656,54423.3348595,53279.56890936834,-389.9259938999967
2024,3,2024-03,Rio Negro,Producción convencional,59127.6519952,50917.6003848,54033.4088656,53124.781369966666,-3115.808480800006
2024,4,2024-04,Rio Negro,Producción convencional,59015.533818625,59127.6519952,50917.6003848,54692.88708186667,8210.051610400005
2024,5,2024-05,Rio Negro,Producción convencional,59109.03608889,59015.533818625,59127.6519952,56353.595399541664,-112.11817657500069
2024,6,2024-06,Rio Negro,Producción convencional,55403.8793359,59109.03608889,59015.533818625,59084.07396757167,93.50227026500215
2024,7,2024-07,Rio Negro,Producción convencional,55634.5487996,55403.8793359,59109.03608889,57842.816414471665,-3705.1567529900058
2024,8,2024-08,Rio Negro,Producción convencional,54563.192868,55634.5487996,55403.8793359,56715.82140813,230.6694637000037
2024,9,2024-09,Rio Negro,Producción convencional,51754.8252047,54563.192868,55634.5487996,55200.540334499994,-1071.3559316000028
2024,10,2024-10,Rio Negro,Producción convencional,50763.727727731,51754.8252047,54563.192868,53984.18895743333,-2808.3676632999995
2024,11,2024-11,Rio Negro,Producción convencional,49322.93911835,50763.727727731,51754.8252047,52360.581933477,-991.0974769690001
2024,12,2024-12,Rio Negro,Producción convencional,50665.9628075,49322.93911835,50763.727727731,50613.83068359367,-1440.7886093810012
2025,1,2025-01,Rio Negro,Producción convencional,47753.2403747,50665.9628075,49322.93911835,50250.87655119367,1343.0236891500026
2025,2,2025-02,Rio Negro,Producción convencional,42755.1742748,47753.2403747,50665.9628075,49247.38076685,-2912.722432800001
2025,3,2025-03,Rio Negro,Producción convencional,46315.0108852,42755.1742748,47753.2403747,47058.125819,-4998.066099899996
2025,4,2025-04,Rio Negro,Producción convencional,43357.8446501,46315.0108852,42755.1742748,45607.80851156666,3559.8366103999942
2025,5,2025-05,Rio Negro,Producción convencional,44718.5504364,43357.8446501,46315.0108852,44142.67660336667,-2957.1662350999977
2025,6,2025-06,Rio Negro,Producción convencional,42021.9996014,44718.5504364,43357.8446501,44797.1353239,1360.705786300001
2025,7,2025-07,Rio Negro,Producción convencional,42689.227143022,42021.9996014,44718.5504364,43366.13156263333,-2696.550835000002
2025,8,2025-08,Rio Negro,Producción convencional,43285.78261687,42689.227143022,42021.9996014,43143.259060273995,667.227541622
2025,9,2025-09,Rio Negro,Producción convencional,42360.40082386,43285.78261687,42689.227143022,42665.66978709734,596.5554738479987
2025,10,2025-10,Rio Negro,Producción convencional,44026.5947635,42360.40082386,43285.78261687,42778.470194584,-925.3817930099976
2025,11,2025-11,Rio Negro,Producción convencional,40351.01772026,44026.5947635,42360.40082386,43224.25940141,1666.1939396399976
2025,12,2025-12,Rio Negro,Producción convencional,41978.4448639,40351.01772026,44026.5947635,42246.00443587333,-3675.577043239995
2026,1,2026-01,Rio Negro,Producción convencional,40470.86992957,41978.4448639,40351.01772026,42118.68578255333,1627.427143639994
2026,2,2026-02,Rio Negro,Producción convencional,35072.34910743,40470.86992957,41978.4448639,40933.44417124334,-1507.5749343299976
2026,3,2026-03,Rio Negro,Producción convencional,35488.69684652,35072.34910743,40470.86992957,39173.887966966664,-5398.520822140003
2026,4,2026-04,Rio Negro,Producción convencional,54272.15120104,35488.69684652,35072.34910743,37010.638627839995,416.3477390900007
2009,4,2009-04,Santa Cruz,Producción convencional,434717.5002,432556.8235,392547.0053,415583.13820333336,40009.81819999998
2009,5,2009-05,Santa Cruz,Producción convencional,403790.8061,434717.5002,432556.8235,419940.44299999997,2160.676700000011
2009,6,2009-06,Santa Cruz,Producción convencional,401929.5116,403790.8061,434717.5002,423688.3766,-30926.694100000022
2009,7,2009-07,Santa Cruz,Producción convencional,421323.6343,401929.5116,403790.8061,413479.2726333334,-1861.29449999996
2009,8,2009-08,Santa Cruz,Producción convencional,206663.2141,421323.6343,401929.5116,409014.6506666667,19394.12269999995
2009,9,2009-09,Santa Cruz,Producción convencional,411245.5933,206663.2141,421323.6343,343305.4533333333,-214660.42019999996
2009,10,2009-10,Santa Cruz,Producción convencional,432372.3534,411245.5933,206663.2141,346410.8139,204582.3792
2009,11,2009-11,Santa Cruz,Producción convencional,399528.9859,432372.3534,411245.5933,350093.7202666667,21126.760100000014
2009,12,2009-12,Santa Cruz,Producción convencional,387544.5246,399528.9859,432372.3534,414382.3108666667,-32843.36749999999
2010,1,2010-01,Santa Cruz,Producción convencional,405887.1991,387544.5246,399528.9859,406481.9546333333,-11984.461300000024
2010,2,2010-02,Santa Cruz,Producción convencional,370774.4646,405887.1991,387544.5246,397653.56986666674,18342.674500000023
2010,3,2010-03,Santa Cruz,Producción convencional,407149.2126,370774.4646,405887.1991,388068.7294333333,-35112.73450000002
2010,4,2010-04,Santa Cruz,Producción convencional,360336.1629,407149.2126,370774.4646,394603.6254333334,36374.74800000002
2010,5,2010-05,Santa Cruz,Producción convencional,388894.4947,360336.1629,407149.2126,379419.94670000003,-46813.04970000003
2010,6,2010-06,Santa Cruz,Producción convencional,365161.00216,388894.4947,360336.1629,385459.95673333335,28558.331799999985
2010,7,2010-07,Santa Cruz,Producción convencional,396118.72671,365161.00216,388894.4947,371463.88658666663,-23733.492540000007
2010,8,2010-08,Santa Cruz,Producción convencional,378771.94803,396118.72671,365161.00216,383391.40785666666,30957.724550000043
2010,9,2010-09,Santa Cruz,Producción convencional,350095.10091,378771.94803,396118.72671,380017.2256333334,-17346.77867999999
2010,10,2010-10,Santa Cruz,Producción convencional,358236.77233,350095.10091,378771.94803,374995.25854999997,-28676.84712000005
2010,11,2010-11,Santa Cruz,Producción convencional,333128.8906,358236.77233,350095.10091,362367.9404233333,8141.671420000028
2010,12,2010-12,Santa Cruz,Producción convencional,288134.73772,333128.8906,358236.77233,347153.58794666664,-25107.881730000023
2011,1,2011-01,Santa Cruz,Producción convencional,356415.1566,288134.73772,333128.8906,326500.13354999997,-44994.15288000001
2011,2,2011-02,Santa Cruz,Producción convencional,321732.42619,356415.1566,288134.73772,325892.92830666667,68280.41888000001
2011,3,2011-03,Santa Cruz,Producción convencional,354412.31031,321732.42619,356415.1566,322094.10683666664,-34682.73040999996
2011,4,2011-04,Santa Cruz,Producción convencional,223185.45978,354412.31031,321732.42619,344186.6310333333,32679.884119999944
2011,5,2011-05,Santa Cruz,Producción convencional,289197.03205,223185.45978,354412.31031,299776.7320933333,-131226.85052999997
2011,6,2011-06,Santa Cruz,Producción convencional,281592.56998,289197.03205,223185.45978,288931.60071333335,66011.57226999998
2011,7,2011-07,Santa Cruz,Producción convencional,316623.528774,281592.56998,289197.03205,264658.3539366667,-7604.462070000009
2011,8,2011-08,Santa Cruz,Producción convencional,342290.447576,316623.528774,281592.56998,295804.37693466665,35030.958794000035
2011,9,2011-09,Santa Cruz,Producción convencional,327578.35387878,342290.447576,316623.528774,313502.18211,25666.918802
2011,10,2011-10,Santa Cruz,Producción convencional,366120.4802,327578.35387878,342290.447576,328830.77674292674,-14712.093697220029
2011,11,2011-11,Santa Cruz,Producción convencional,363742.1131976413,366120.4802,327578.35387878,345329.7605515933,38542.126321220014
2011,12,2011-12,Santa Cruz,Producción convencional,381405.01995,363742.1131976413,366120.4802,352480.3157588071,-2378.3670023587183
2012,1,2012-01,Santa Cruz,Producción convencional,379756.03732,381405.01995,363742.1131976413,370422.53778254706,17662.906752358715
2012,2,2012-02,Santa Cruz,Producción convencional,353198.44339,379756.03732,381405.01995,374967.72348921373,-1648.982629999984
2012,3,2012-03,Santa Cruz,Producción convencional,362921.31093,353198.44339,379756.03732,371453.16688666673,-26557.593930000032
2012,4,2012-04,Santa Cruz,Producción convencional,350322.66387,362921.31093,353198.44339,365291.93054666667,9722.867540000007
2012,5,2012-05,Santa Cruz,Producción convencional,357503.82772,350322.66387,362921.31093,355480.80606333335,-12598.647059999988
2012,6,2012-06,Santa Cruz,Producción convencional,338556.86684,357503.82772,350322.66387,356915.9341733333,7181.163850000012
2012,7,2012-07,Santa Cruz,Producción convencional,348296.84089,338556.86684,357503.82772,348794.45281,-18946.960880000028
2012,8,2012-08,Santa Cruz,Producción convencional,355187.21503,348296.84089,338556.86684,348119.1784833334,9739.974050000019
2012,9,2012-09,Santa Cruz,Producción convencional,356713.38061,355187.21503,348296.84089,347346.97425333335,6890.374140000029
2012,10,2012-10,Santa Cruz,Producción convencional,352551.76829,356713.38061,355187.21503,353399.14551,1526.1655799999717
2012,11,2012-11,Santa Cruz,Producción convencional,334805.35059,352551.76829,356713.38061,354817.45464333333,-4161.612320000015
2012,12,2012-12,Santa Cruz,Producción convencional,344356.33993,334805.35059,352551.76829,348023.49983,-17746.41769999999
2013,1,2013-01,Santa Cruz,Producción convencional,342668.813344,344356.33993,334805.35059,343904.48627,9550.98934000003
2013,2,2013-02,Santa Cruz,Producción convencional,306284.01378,342668.813344,344356.33993,340610.1679546667,-1687.5265859999927
2013,3,2013-03,Santa Cruz,Producción convencional,330308.44452,306284.01378,342668.813344,331103.0556846667,-36384.799564000044
2013,4,2013-04,Santa Cruz,Producción convencional,313475.37735,330308.44452,306284.01378,326420.4238813334,24024.43074000004
2013,5,2013-05,Santa Cruz,Producción convencional,326359.89562,313475.37735,330308.44452,316689.27855,-16833.067169999995
2013,6,2013-06,Santa Cruz,Producción convencional,326810.69375,326359.89562,313475.37735,323381.2391633334,12884.51827
2013,7,2013-07,Santa Cruz,Producción convencional,332021.60917,326810.69375,326359.89562,322215.32224000007,450.7981299999519
2013,8,2013-08,Santa Cruz,Producción convencional,329327.95548,332021.60917,326810.69375,328397.3995133334,5210.915420000034
2013,9,2013-09,Santa Cruz,Producción convencional,319098.38106,329327.95548,332021.60917,329386.7528,-2693.6536900000065
2013,10,2013-10,Santa Cruz,Producción convencional,332781.49526,319098.38106,329327.95548,326815.9819033334,-10229.574420000019
2013,11,2013-11,Santa Cruz,Producción convencional,323362.46097,332781.49526,319098.38106,327069.2772666667,13683.11420000001
2013,12,2013-12,Santa Cruz,Producción convencional,316692.64492,323362.46097,332781.49526,325080.77909666667,-9419.034289999981
2014,1,2014-01,Santa Cruz,Producción convencional,323083.86031,316692.64492,323362.46097,324278.86705,-6669.816050000023
2014,2,2014-02,Santa Cruz,Producción convencional,293022.71495,323083.86031,316692.64492,321046.32206666673,6391.215390000027
2014,3,2014-03,Santa Cruz,Producción convencional,328685.58455,293022.71495,323083.86031,310933.07339333335,-30061.145360000024
2014,4,2014-04,Santa Cruz,Producción convencional,310288.66987,328685.58455,293022.71495,314930.7199366667,35662.869600000035
2014,5,2014-05,Santa Cruz,Producción convencional,321501.60868,310288.66987,328685.58455,310665.6564566667,-18396.914680000045
2014,6,2014-06,Santa Cruz,Producción convencional,315318.8882,321501.60868,310288.66987,320158.6210333334,11212.938810000021
2014,7,2014-07,Santa Cruz,Producción convencional,319844.90198,315318.8882,321501.60868,315703.05558333336,-6182.720480000018
2014,8,2014-08,Santa Cruz,Producción convencional,308392.12913,319844.90198,315318.8882,318888.4662866667,4526.0137800000375
2014,9,2014-09,Santa Cruz,Producción convencional,307809.08307,308392.12913,319844.90198,314518.63977,-11452.772850000008
2014,10,2014-10,Santa Cruz,Producción convencional,317185.16955,307809.08307,308392.12913,312015.37139333336,-583.0460600000224
2014,11,2014-11,Santa Cruz,Producción convencional,298071.29392,317185.16955,307809.08307,311128.7939166667,9376.086479999998
2014,12,2014-12,Santa Cruz,Producción convencional,300156.2216,298071.29392,317185.16955,307688.5155133333,-19113.875629999966
2015,1,2015-01,Santa Cruz,Producción convencional,325295.57953,300156.2216,298071.29392,305137.56169000006,2084.9276799999643
2015,2,2015-02,Santa Cruz,Producción convencional,290439.36265,325295.57953,300156.2216,307841.0316833334,25139.35793
2015,3,2015-03,Santa Cruz,Producción convencional,322816.4810621,290439.36265,325295.57953,305297.05459333333,-34856.21687999996
2015,4,2015-04,Santa Cruz,Producción convencional,314793.71466,322816.4810621,290439.36265,312850.47441403335,32377.118412099953
2015,5,2015-05,Santa Cruz,Producción convencional,320001.71105,314793.71466,322816.4810621,309349.8527907,-8022.76640209998
2015,6,2015-06,Santa Cruz,Producción convencional,305775.06751,320001.71105,314793.71466,319203.9689240334,5207.996389999986
2015,7,2015-07,Santa Cruz,Producción convencional,314768.84304,305775.06751,320001.71105,313523.49774,-14226.643539999961
2015,8,2015-08,Santa Cruz,Producción convencional,309259.1958,314768.84304,305775.06751,313515.2072,8993.775529999984
2015,9,2015-09,Santa Cruz,Producción convencional,290259.833888,309259.1958,314768.84304,309934.36878333334,-5509.64724000002
2015,10,2015-10,Santa Cruz,Producción convencional,326987.504441,290259.833888,309259.1958,304762.6242426667,-18999.361911999993
2015,11,2015-11,Santa Cruz,Producción convencional,312898.029648,326987.504441,290259.833888,308835.51137633336,36727.670553
2015,12,2015-12,Santa Cruz,Producción convencional,330865.080661,312898.029648,326987.504441,310048.45599233336,-14089.474792999972
2016,1,2016-01,Santa Cruz,Producción convencional,331713.87011818,330865.080661,312898.029648,323583.53825000004,17967.05101299996
2016,2,2016-02,Santa Cruz,Producción convencional,302655.984356,331713.87011818,330865.080661,325158.99347572675,848.7894571800134
2016,3,2016-03,Santa Cruz,Producción convencional,327450.816535,302655.984356,331713.87011818,321744.9783783933,-29057.885762180027
2016,4,2016-04,Santa Cruz,Producción convencional,318688.77724,327450.816535,302655.984356,320606.8903363933,24794.83217900002
2016,5,2016-05,Santa Cruz,Producción convencional,321303.30371,318688.77724,327450.816535,316265.19271033333,-8762.039294999966
2016,6,2016-06,Santa Cruz,Producción convencional,300349.744709,321303.30371,318688.77724,322480.96582833334,2614.5264699999825
2016,7,2016-07,Santa Cruz,Producción convencional,324874.016595,300349.744709,321303.30371,313447.2752196667,-20953.559001000016
2016,8,2016-08,Santa Cruz,Producción convencional,317980.630813,324874.016595,300349.744709,315509.02167133335,24524.271886000002
2016,9,2016-09,Santa Cruz,Producción convencional,300176.031181,317980.630813,324874.016595,314401.464039,-6893.3857819999685
2016,10,2016-10,Santa Cruz,Producción convencional,316649.32032,300176.031181,317980.630813,314343.5595296667,-17804.599632000027
2016,11,2016-11,Santa Cruz,Producción convencional,301262.4893008,316649.32032,300176.031181,311601.9941046667,16473.289139
2016,12,2016-12,Santa Cruz,Producción convencional,298910.667511,301262.4893008,316649.32032,306029.28026726673,-15386.831019199977
2017,1,2017-01,Santa Cruz,Producción convencional,312692.596266,298910.667511,301262.4893008,305607.4923772667,-2351.821789800015
2017,2,2017-02,Santa Cruz,Producción convencional,276329.619782,312692.596266,298910.667511,304288.58435926674,13781.928755
2017,3,2017-03,Santa Cruz,Producción convencional,293660.998601,276329.619782,312692.596266,295977.627853,-36362.976483999984
2017,4,2017-04,Santa Cruz,Producción convencional,279100.942678,293660.998601,276329.619782,294227.7382163334,17331.378818999976
2017,5,2017-05,Santa Cruz,Producción convencional,289663.6735803,279100.942678,293660.998601,283030.5203536667,-14560.055922999978
2017,6,2017-06,Santa Cruz,Producción convencional,268088.626911,289663.6735803,279100.942678,287475.20495310007,10562.730902299983
2017,7,2017-07,Santa Cruz,Producción convencional,276270.26484,268088.626911,289663.6735803,278951.0810564333,-21575.046669300005
2017,8,2017-08,Santa Cruz,Producción convencional,284974.176515,276270.26484,268088.626911,278007.5217771,8181.637929000019
2017,9,2017-09,Santa Cruz,Producción convencional,258793.166195,284974.176515,276270.26484,276444.3560886667,8703.911674999981
2017,10,2017-10,Santa Cruz,Producción convencional,286350.862164,258793.166195,284974.176515,273345.86918333336,-26181.01032
2017,11,2017-11,Santa Cruz,Producción convencional,280233.927414,286350.862164,258793.166195,276706.06829133333,27557.695968999993
2017,12,2017-12,Santa Cruz,Producción convencional,294525.086688,280233.927414,286350.862164,275125.9852576667,-6116.934750000015
2018,1,2018-01,Santa Cruz,Producción convencional,281782.7896,294525.086688,280233.927414,287036.625422,14291.159274000034
2018,2,2018-02,Santa Cruz,Producción convencional,236170.572332,281782.7896,294525.086688,285513.9345673334,-12742.297087999992
2018,3,2018-03,Santa Cruz,Producción convencional,269689.544512,236170.572332,281782.7896,270826.14954,-45612.21726800001
2018,4,2018-04,Santa Cruz,Producción convencional,263391.056069,269689.544512,236170.572332,262547.63548133336,33518.97217999998
2018,5,2018-05,Santa Cruz,Producción convencional,268072.478013,263391.056069,269689.544512,256417.05763766667,-6298.488443000009
2018,6,2018-06,Santa Cruz,Producción convencional,264744.481742,268072.478013,263391.056069,267051.026198,4681.4219440000015
2018,7,2018-07,Santa Cruz,Producción convencional,282935.715561,264744.481742,268072.478013,265402.6719413334,-3327.996271000011
2018,8,2018-08,Santa Cruz,Producción convencional,290504.353768,282935.715561,264744.481742,271917.5584386667,18191.233819000016
2018,9,2018-09,Santa Cruz,Producción convencional,283213.934167,290504.353768,282935.715561,279394.850357,7568.638206999982
2018,10,2018-10,Santa Cruz,Producción convencional,295384.155252,283213.934167,290504.353768,285551.3344986667,-7290.419600999972
2018,11,2018-11,Santa Cruz,Producción convencional,278093.294003,295384.155252,283213.934167,289700.8143956667,12170.221085000027
2018,12,2018-12,Santa Cruz,Producción convencional,299760.163335,278093.294003,295384.155252,285563.79447400005,-17290.86124900001
2019,1,2019-01,Santa Cruz,Producción convencional,287258.598454,299760.163335,278093.294003,291079.20419666666,21666.869331999973
2019,2,2019-02,Santa Cruz,Producción convencional,259735.573653,287258.598454,299760.163335,288370.685264,-12501.56488099997
2019,3,2019-03,Santa Cruz,Producción convencional,299245.273972,259735.573653,287258.598454,282251.4451473334,-27523.02480100002
2019,4,2019-04,Santa Cruz,Producción convencional,284986.509611,299245.273972,259735.573653,282079.8153596667,39509.700318999996
2019,5,2019-05,Santa Cruz,Producción convencional,291800.41652013,284986.509611,299245.273972,281322.45241200004,-14258.76436099998
2019,6,2019-06,Santa Cruz,Producción convencional,280206.880715,291800.41652013,284986.509611,292010.73336771,6813.90690912999
2019,7,2019-07,Santa Cruz,Producción convencional,283007.216395,280206.880715,291800.41652013,285664.6022820434,-11593.535805130028
2019,8,2019-08,Santa Cruz,Producción convencional,290514.579121,283007.216395,280206.880715,285004.83787671005,2800.3356800000183
2019,9,2019-09,Santa Cruz,Producción convencional,278923.643775,290514.579121,283007.216395,284576.2254103333,7507.362726000021
2019,10,2019-10,Santa Cruz,Producción convencional,278706.629829,278923.643775,290514.579121,284148.4797636667,-11590.935346000013
2019,11,2019-11,Santa Cruz,Producción convencional,259984.717594,278706.629829,278923.643775,282714.95090833335,-217.01394600002095
2019,12,2019-12,Santa Cruz,Producción convencional,262866.744717,259984.717594,278706.629829,272538.3303993333,-18721.912234999996
2020,1,2020-01,Santa Cruz,Producción convencional,262445.438024,262866.744717,259984.717594,267186.03071333334,2882.027123000007
2020,2,2020-02,Santa Cruz,Producción convencional,242717.252084,262445.438024,262866.744717,261765.633445,-421.30669300002046
2020,3,2020-03,Santa Cruz,Producción convencional,249588.251416,242717.252084,262445.438024,256009.81160833337,-19728.185939999967
2020,4,2020-04,Santa Cruz,Producción convencional,241653.800065,249588.251416,242717.252084,251583.64717466666,6870.999332000007
2020,5,2020-05,Santa Cruz,Producción convencional,243724.304177,241653.800065,249588.251416,244653.10118833336,-7934.451351000025
2020,6,2020-06,Santa Cruz,Producción convencional,230088.486544,243724.304177,241653.800065,244988.78521933337,2070.504112000024
2020,7,2020-07,Santa Cruz,Producción convencional,227894.3745,230088.486544,243724.304177,238488.8635953334,-13635.817632999999
2020,8,2020-08,Santa Cruz,Producción convencional,222079.113846,227894.3745,230088.486544,233902.38840700002,-2194.1120440000086
2020,9,2020-09,Santa Cruz,Producción convencional,220715.563244,222079.113846,227894.3745,226687.32496333335,-5815.260654000012
2020,10,2020-10,Santa Cruz,Producción convencional,221962.67358,220715.563244,222079.113846,223563.01719666668,-1363.550602000003
2020,11,2020-11,Santa Cruz,Producción convencional,199296.9398857,221962.67358,220715.563244,221585.7835566667,1247.1103360000125
2020,12,2020-12,Santa Cruz,Producción convencional,214829.846364,199296.9398857,221962.67358,213991.7255699,-22665.733694299997
2021,1,2021-01,Santa Cruz,Producción convencional,206757.738033,214829.846364,199296.9398857,212029.81994323336,15532.906478299992
2021,2,2021-02,Santa Cruz,Producción convencional,182178.135463,206757.738033,214829.846364,206961.50809423334,-8072.108330999996
2021,3,2021-03,Santa Cruz,Producción convencional,201158.332297,182178.135463,206757.738033,201255.23995333337,-24579.60256999999
2021,4,2021-04,Santa Cruz,Producción convencional,190905.603025,201158.332297,182178.135463,196698.0685976667,18980.196833999973
2021,5,2021-05,Santa Cruz,Producción convencional,199426.756452,190905.603025,201158.332297,191414.023595,-10252.729271999997
2021,6,2021-06,Santa Cruz,Producción convencional,189374.670684,199426.756452,190905.603025,197163.56392466664,8521.153427000012
2021,7,2021-07,Santa Cruz,Producción convencional,193013.042796,189374.670684,199426.756452,193235.67672033337,-10052.08576799999
2021,8,2021-08,Santa Cruz,Producción convencional,193873.411265,193013.042796,189374.670684,193938.156644,3638.3721119999827
2021,9,2021-09,Santa Cruz,Producción convencional,183623.664361,193873.411265,193013.042796,192087.04158166668,860.3684690000082
2021,10,2021-10,Santa Cruz,Producción convencional,187384.982304,183623.664361,193873.411265,190170.03947400002,-10249.746904
2021,11,2021-11,Santa Cruz,Producción convencional,181859.229147,187384.982304,183623.664361,188294.01931,3761.317943000002
2021,12,2021-12,Santa Cruz,Producción convencional,183920.49294,181859.229147,187384.982304,184289.29193733333,-5525.753156999999
2022,1,2022-01,Santa Cruz,Producción convencional,182627.880707,183920.49294,181859.229147,184388.23479700004,2061.263792999991
2022,2,2022-02,Santa Cruz,Producción convencional,163125.712435,182627.880707,183920.49294,182802.5342646667,-1292.6122329999926
2022,3,2022-03,Santa Cruz,Producción convencional,182276.436597,163125.712435,182627.880707,176558.028694,-19502.16827200001
2022,4,2022-04,Santa Cruz,Producción convencional,169775.168798,182276.436597,163125.712435,176010.00991300002,19150.724162
2022,5,2022-05,Santa Cruz,Producción convencional,192204.827484,169775.168798,182276.436597,171725.77261,-12501.267798999994
2022,6,2022-06,Santa Cruz,Producción convencional,184792.284934,192204.827484,169775.168798,181418.8109596667,22429.65868600001
2022,7,2022-07,Santa Cruz,Producción convencional,188207.266679,184792.284934,192204.827484,182257.42707200002,-7412.542550000013
2022,8,2022-08,Santa Cruz,Producción convencional,194922.792051,188207.266679,184792.284934,188401.459699,3414.9817449999973
2022,9,2022-09,Santa Cruz,Producción convencional,186822.779524,194922.792051,188207.266679,189307.44788800002,6715.525372000004
2022,10,2022-10,Santa Cruz,Producción convencional,201012.336826,186822.779524,194922.792051,189984.27941800002,-8100.012526999984
