anio,mes,indice_tiempo,provincia,concepto,cantidad_mm3,produccion_mes_anterior,produccion_dos_meses_antes,promedio_3_meses,variacion_mes_anterior
2013,2,2013-02,Chubut,Producción convencional,249230.89086,282832.5957448,283307.99212133,282431.9820520433,-475.39637652999954
2013,3,2013-03,Chubut,Producción convencional,286284.934655,249230.89086,282832.5957448,271790.49290871,-33601.70488479998
2013,4,2013-04,Chubut,Producción convencional,284384.70103,286284.934655,249230.89086,272782.8070866,37054.043794999976
2013,5,2013-05,Chubut,Producción convencional,296162.466371534,284384.70103,286284.934655,273300.17551499995,-1900.2336249999935
2013,6,2013-06,Chubut,Producción convencional,277793.350445412,296162.466371534,284384.70103,288944.03401884466,11777.765341533988
2013,7,2013-07,Chubut,Producción convencional,282255.277705106,277793.350445412,296162.466371534,286113.50594898197,-18369.115926122002
2013,8,2013-08,Chubut,Producción convencional,284860.650757928,282255.277705106,277793.350445412,285403.6981740173,4461.927259694028
2013,9,2013-09,Chubut,Producción convencional,278214.081857711,284860.650757928,282255.277705106,281636.4263028153,2605.3730528219603
2013,10,2013-10,Chubut,Producción convencional,286025.464802392,278214.081857711,284860.650757928,281776.670106915,-6646.568900216953
2013,11,2013-11,Chubut,Producción convencional,277444.495495618,286025.464802392,278214.081857711,283033.3991393437,7811.382944680983
2013,12,2013-12,Chubut,Producción convencional,284984.390738129,277444.495495618,286025.464802392,280561.3473852403,-8580.96930677403
2014,1,2014-01,Chubut,Producción convencional,283897.66771466,284984.390738129,277444.495495618,282818.11701204634,7539.895242511004
2014,2,2014-02,Chubut,Producción convencional,259113.537037172,283897.66771466,284984.390738129,282108.85131613567,-1086.7230234689778
2014,3,2014-03,Chubut,Producción convencional,289349.635275801,259113.537037172,283897.66771466,275998.53182998695,-24784.130677487992
2014,4,2014-04,Chubut,Producción convencional,279147.257847941,289349.635275801,259113.537037172,277453.61334254435,30236.098238628998
2014,5,2014-05,Chubut,Producción convencional,285110.022988652,279147.257847941,289349.635275801,275870.1433869714,-10202.377427859989
2014,6,2014-06,Chubut,Producción convencional,275175.668696436,285110.022988652,279147.257847941,284535.6387041313,5962.765140710981
2014,7,2014-07,Chubut,Producción convencional,293837.139085774,275175.668696436,285110.022988652,279810.98317767633,-9934.354292216012
2014,8,2014-08,Chubut,Producción convencional,298655.701662932,293837.139085774,275175.668696436,284707.61025695404,18661.470389338036
2014,9,2014-09,Chubut,Producción convencional,287160.874215919,298655.701662932,293837.139085774,289222.836481714,4818.56257715798
2014,10,2014-10,Chubut,Producción convencional,294269.60410430987,287160.874215919,298655.701662932,293217.9049882083,-11494.827447012998
2014,11,2014-11,Chubut,Producción convencional,275384.869551176,294269.60410430987,287160.874215919,293362.0599943869,7108.729888390866
2014,12,2014-12,Chubut,Producción convencional,293993.774622809,275384.869551176,294269.60410430987,285605.1159571349,-18884.734553133894
2015,1,2015-01,Chubut,Producción convencional,298641.672148433,293993.774622809,275384.869551176,287882.74942609825,18608.905071633053
2015,2,2015-02,Chubut,Producción convencional,273356.681612288,298641.672148433,293993.774622809,289340.10544080596,4647.897525623965
2015,3,2015-03,Chubut,Producción convencional,299073.758882369,273356.681612288,298641.672148433,288664.04279451,-25284.990536144993
2015,4,2015-04,Chubut,Producción convencional,292712.210097978,299073.758882369,273356.681612288,290357.37088103,25717.077270080976
2015,5,2015-05,Chubut,Producción convencional,294727.388338726,292712.210097978,299073.758882369,288380.88353087835,-6361.548784390965
2015,6,2015-06,Chubut,Producción convencional,285747.239718537,294727.388338726,292712.210097978,295504.452439691,2015.178240748006
2015,7,2015-07,Chubut,Producción convencional,295564.771244109,285747.239718537,294727.388338726,291062.2793850803,-8980.148620188993
2015,8,2015-08,Chubut,Producción convencional,308153.96161249,295564.771244109,285747.239718537,292013.1331004573,9817.531525572005
2015,9,2015-09,Chubut,Producción convencional,303019.957936788,308153.96161249,295564.771244109,296488.65752504533,12589.19036838098
2015,10,2015-10,Chubut,Producción convencional,318374.18558675,303019.957936788,308153.96161249,302246.2302644623,-5134.003675702028
2015,11,2015-11,Chubut,Producción convencional,304983.046193204,318374.18558675,303019.957936788,309849.368378676,15354.227649962006
2015,12,2015-12,Chubut,Producción convencional,312966.347634364,304983.046193204,318374.18558675,308792.3965722473,-13391.139393545978
2016,1,2016-01,Chubut,Producción convencional,308500.742516593,312966.347634364,304983.046193204,312107.8598047726,7983.3014411599725
2016,2,2016-02,Chubut,Producción convencional,283992.64818116,308500.742516593,312966.347634364,308816.7121147203,-4465.60511777096
2016,3,2016-03,Chubut,Producción convencional,299267.604400377,283992.64818116,308500.742516593,301819.91277737234,-24508.094335433037
2016,4,2016-04,Chubut,Producción convencional,294957.43484245,299267.604400377,283992.64818116,297253.66503271,15274.956219217042
2016,5,2016-05,Chubut,Producción convencional,304089.186032266,294957.43484245,299267.604400377,292739.229141329,-4310.169557927002
2016,6,2016-06,Chubut,Producción convencional,290047.441123208,304089.186032266,294957.43484245,299438.0750916977,9131.751189815986
2016,7,2016-07,Chubut,Producción convencional,303328.742526403,290047.441123208,304089.186032266,296364.68733264133,-14041.744909058034
2016,8,2016-08,Chubut,Producción convencional,302154.259070297,303328.742526403,290047.441123208,299155.12322729226,13281.301403195015
2016,9,2016-09,Chubut,Producción convencional,288740.322557915,302154.259070297,303328.742526403,298510.1475733027,-1174.4834561059834
2016,10,2016-10,Chubut,Producción convencional,294637.968379215,288740.322557915,302154.259070297,298074.44138487166,-13413.936512382003
2016,11,2016-11,Chubut,Producción convencional,289122.449293269,294637.968379215,288740.322557915,295177.51666914235,5897.645821299986
2016,12,2016-12,Chubut,Producción convencional,294387.73407474,289122.449293269,294637.968379215,290833.58007679967,-5515.519085945969
2017,1,2017-01,Chubut,Producción convencional,293022.134637383,294387.73407474,289122.449293269,292716.050582408,5265.284781470953
2017,2,2017-02,Chubut,Producción convencional,267014.096143802,293022.134637383,294387.73407474,292177.4393351307,-1365.5994373569847
2017,3,2017-03,Chubut,Producción convencional,295150.28530754,267014.096143802,293022.134637383,284807.9882853083,-26008.038493581
2017,4,2017-04,Chubut,Producción convencional,272132.462371173,295150.28530754,267014.096143802,285062.172029575,28136.18916373799
2017,5,2017-05,Chubut,Producción convencional,292908.133432358,272132.462371173,295150.28530754,278098.94794083835,-23017.822936366952
2017,6,2017-06,Chubut,Producción convencional,279083.751999412,292908.133432358,272132.462371173,286730.29370369035,20775.671061184956
2017,7,2017-07,Chubut,Producción convencional,288752.344579062,279083.751999412,292908.133432358,281374.782600981,-13824.381432945956
2017,8,2017-08,Chubut,Producción convencional,293672.132675668,288752.344579062,279083.751999412,286914.74333694397,9668.592579649994
2017,9,2017-09,Chubut,Producción convencional,289105.632025399,293672.132675668,288752.344579062,287169.4097513807,4919.788096605975
2017,10,2017-10,Chubut,Producción convencional,295178.963192378,289105.632025399,293672.132675668,290510.0364267097,-4566.500650268979
2017,11,2017-11,Chubut,Producción convencional,276254.680272227,295178.963192378,289105.632025399,292652.2426311483,6073.331166978984
2017,12,2017-12,Chubut,Producción convencional,292666.586927229,276254.680272227,295178.963192378,286846.42516333464,-18924.282920151018
2018,1,2018-01,Chubut,Producción convencional,291393.587028951,292666.586927229,276254.680272227,288033.41013061133,16411.906655002036
2018,2,2018-02,Chubut,Producción convencional,254311.088,291393.587028951,292666.586927229,286771.6180761357,-1272.999898278038
2018,3,2018-03,Chubut,Producción convencional,286785.494,254311.088,291393.587028951,279457.08731872664,-37082.49902895099
2018,4,2018-04,Chubut,Producción convencional,277124.842,286785.494,254311.088,277496.7230096503,32474.406000000017
2018,5,2018-05,Chubut,Producción convencional,276134.26,277124.842,286785.494,272740.47466666665,-9660.652000000002
2018,6,2018-06,Chubut,Producción convencional,269789.312,276134.26,277124.842,280014.8653333333,-990.5819999999949
2018,7,2018-07,Chubut,Producción convencional,285050.333,269789.312,276134.26,274349.4713333333,-6344.948000000033
2018,8,2018-08,Chubut,Producción convencional,279110.686,285050.333,269789.312,276991.3016666667,15261.021000000008
2018,9,2018-09,Chubut,Producción convencional,274708.049,279110.686,285050.333,277983.4436666667,-5939.646999999997
2018,10,2018-10,Chubut,Producción convencional,266609.61442,274708.049,279110.686,279623.02266666666,-4402.636999999988
2018,11,2018-11,Chubut,Producción convencional,267794.42,266609.61442,274708.049,273476.11647333327,-8098.434580000001
2018,12,2018-12,Chubut,Producción convencional,274158.812,267794.42,266609.61442,269704.0278066666,1184.8055799999856
2019,1,2019-01,Chubut,Producción convencional,270306.5497,274158.812,267794.42,269520.9488066666,6364.391999999993
2019,2,2019-02,Chubut,Producción convencional,248744.495,270306.5497,274158.812,270753.26056666666,-3852.262300000002
2019,3,2019-03,Chubut,Producción convencional,278288.691,248744.495,270306.5497,264403.28556666663,-21562.05469999998
